"当地时间 北京";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"04.11.2014 23:00";"5.5";"755.7";"762.0";"-2.7";"76";"无风";"0";"";"";"由于雾和/或其他气象现象，天空不可见。";"薄雾 ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"1.8";"1.6";"";"";"";"";"";"";
"04.11.2014 20:00";"7.3";"758.4";"761.4";"4.0";"68";"无风";"0";"";"";"40%.";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"40%.";"2500或更高，或无云。";"";"";"2.8";"1.8";"";"";"";"";"";"";
"04.11.2014 17:00";"13.3";"754.4";"760.5";"-3.2";"40";"从南方吹来的风";"1";"";"";"60%.";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"60%.";"2500或更高，或无云。";"";"";"5.0";"0.0";"";"";"";"";"";"";
"04.11.2014 14:00";"14.8";"757.6";"760.6";"1.2";"35";"从南方吹来的风";"2";"";"";"60%.";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"2.0";"";"";"60%.";"2500或更高，或无云。";"";"";"4.9";"-0.5";"";"";"";"";"";"";
"04.11.2014 11:00";"11.8";"756.4";"762.6";"-3.5";"41";"从东南方吹来的风";"1";"";"";"40%.";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"40%.";"2500或更高，或无云。";"";"";"";"-1.0";"";"";"";"";"";"";
"04.11.2014 08:00";"5.5";"759.9";"762.9";"4.0";"66";"从东北方吹来的风";"1";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"12.0";"-0.5";"";"";"地表潮湿";"";"";"";
"04.11.2014 05:00";"2.8";"755.9";"762.3";"-4.0";"74";"从东北偏东方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"薄雾 ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"6.0";"-1.4";"";"";"";"";"";"";
"04.11.2014 02:00";"5.8";"759.9";"762.8";"2.8";"59";"无风";"0";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"18.9";"";"";"2500或更高，或无云。";"";"";"8.0";"-1.6";"";"";"";"";"";"";
"03.11.2014 23:00";"9.3";"757.1";"763.4";"-3.5";"43";"从西南偏南方向吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"10.0";"-2.9";"";"";"";"";"";"";
"03.11.2014 20:00";"11.3";"760.6";"763.6";"3.7";"37";"从西南偏南方向吹来的风";"2";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"9.0";"-2.9";"";"";"";"";"";"";
"03.11.2014 17:00";"15.9";"756.9";"763.0";"-4.3";"22";"从西南方吹来的风";"2";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"28.0";"-5.8";"";"";"";"";"";"";
"03.11.2014 14:00";"18.8";"761.2";"764.1";"0.7";"15";"从西南方吹来的风";"4";"";"";"无云";" ";"";"";"1.0";"";"";"";"";"";"";"30.0";"-8.4";"";"";"";"";"";"";
"03.11.2014 11:00";"15.8";"760.5";"766.6";"-3.7";"18";"从西南偏西方向吹来的风";"3";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"27.0";"-8.5";"";"";"";"";"";"";
"03.11.2014 08:00";"6.3";"764.2";"767.2";"4.1";"59";"从西南偏南方向吹来的风";"1";"";"";"无云";"霾 ";"";"";"";"";"";"";"";"";"";"";"-1.1";"";"";"地表潮湿";"";"";"";
"03.11.2014 05:00";"1.5";"760.1";"766.6";"-3.6";"66";"无风";"0";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"15.0";"-4.2";"";"";"";"";"";"";
"03.11.2014 02:00";"3.3";"763.7";"766.7";"2.9";"53";"从西方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"14.9";"";"";"2500或更高，或无云。";"";"";"8.0";"-5.4";"";"";"";"";"";"";
"02.11.2014 23:00";"5.6";"760.8";"767.2";"-3.5";"41";"无风";"0";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"11.0";"-6.6";"";"";"";"";"";"";
"02.11.2014 20:00";"11.3";"764.3";"767.3";"3.7";"19";"从西北偏西方向吹来的风";"2";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"29.0";"-11.5";"";"";"";"";"";"";
"02.11.2014 17:00";"13.7";"760.6";"766.8";"-3.7";"14";"从西北方吹来的风";"2";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"30.0";"-13.3";"";"";"";"";"";"";
"02.11.2014 14:00";"14.3";"764.3";"767.2";"1.4";"13";"从西北偏西方向吹来的风";"4";"";"";"无云";" ";"";"";"7.9";"";"";"";"";"";"";"28.0";"-13.8";"";"";"";"";"";"";
"02.11.2014 11:00";"12.4";"762.9";"769.1";"-3.4";"17";"从西北偏北方向吹来的风";"6";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"20.0";"-12.0";"";"";"";"";"";"";
"02.11.2014 08:00";"9.3";"766.3";"769.3";"5.1";"23";"从西北方吹来的风";"5";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"22.0";"-10.8";"";"";"干燥（无裂纹、可见灰尘或散沙）";"";"";"";
"02.11.2014 05:00";"8.7";"761.2";"767.5";"-2.7";"22";"从西北方吹来的风";"5";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"30.0";"-11.8";"";"";"";"";"";"";
"02.11.2014 02:00";"10.7";"763.9";"766.8";"4.2";"20";"从西北方吹来的风";"6";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"16.1";"";"";"2500或更高，或无云。";"";"";"20.0";"-11.3";"";"";"";"";"";"";
"01.11.2014 23:00";"12.1";"759.7";"765.9";"-2.1";"26";"从西北偏北方向吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"27.0";"-6.8";"";"";"";"";"";"";
"01.11.2014 20:00";"13.3";"761.8";"764.8";"4.0";"25";"从西北偏西方向吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"20.0";"-6.3";"";"";"";"";"";"";
"01.11.2014 17:00";"15.0";"757.8";"763.9";"-3.1";"19";"从西北偏西方向吹来的风";"4";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"20.0";"-8.4";"";"";"";"";"";"";
"01.11.2014 14:00";"16.0";"760.9";"763.8";"1.6";"18";"从西北方吹来的风";"3";"";"";"90  或者更多，但不为100%";" ";"";"";"7.0";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"16.0";"-8.3";"";"";"";"";"";"";
"01.11.2014 11:00";"15.2";"759.3";"765.4";"-2.8";"27";"从北方吹来的风";"4";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"19.0";"-3.7";"";"";"";"";"";"";
"01.11.2014 08:00";"10.9";"762.1";"765.1";"3.6";"72";"从西南偏西方向吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"12.0";"5.9";"";"";"干燥（无裂纹、可见灰尘或散沙）";"";"";"";
"01.11.2014 05:00";"8.1";"758.5";"764.8";"-3.3";"99";"从北方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"雾或冰雾，天空可见，在观测前一个小时内没有明显的浓度变化。 ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"0.4";"8.0";"";"";"";"";"";"";
"01.11.2014 02:00";"11.8";"761.8";"764.8";"3.3";"97";"从西南偏西方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"雾或冰雾，天空可见，在观测前一个小时内没有明显的浓度变化。 ";"雾或冰雾或强阴霾";"在整个相应周期内云遮住了一半或以下的天空";"";"15.4";"";"";"2500或更高，或无云。";"";"";"0.6";"11.3";"";"";"";"";"";"";
"31.10.2014 23:00";"12.5";"758.5";"764.7";"-3.3";"89";"从南方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"薄雾 ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"0.8";"10.7";"";"";"";"";"";"";
"31.10.2014 20:00";"13.6";"761.8";"764.8";"4.1";"78";"从西南偏南方向吹来的风";"1";"";"";"100%.";"薄雾 ";"雨";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"100%.";"1000-1500";"";"";"1.3";"9.8";"降水迹象";"6";"";"";"";"";
"31.10.2014 17:00";"14.2";"757.7";"763.8";"-4.0";"75";"从东南方吹来的风";"1";"";"";"100%.";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"100%.";"1500-2000";"";"";"1.6";"9.8";"";"";"";"";"";"";
"31.10.2014 14:00";"15.0";"761.7";"764.6";"1.7";"69";"从东南方吹来的风";"2";"";"";"90  或者更多，但不为100%";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"11.9";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"2.6";"9.4";"";"";"";"";"";"";
"31.10.2014 11:00";"14.2";"760.0";"766.2";"-3.6";"75";"从东南方吹来的风";"2";"";"";"100%.";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"100%.";"1000-1500";"";"";"2.4";"9.8";"";"";"";"";"";"";
"31.10.2014 08:00";"12.4";"763.6";"766.5";"3.8";"84";"从东北偏北方向吹来的风";"1";"";"";"100%.";"薄雾 ";"";"";"";"";"";"100%.";"600-1000";"";"";"1.1";"9.8";"降水迹象";"12";"";"";"";"";
"31.10.2014 05:00";"12.1";"759.8";"766.0";"-3.9";"75";"从东北偏北方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"薄雾 ";"";"";"";"";"";"";"2000-2500";"";"";"1.5";"7.8";"";"";"";"";"";"";
"31.10.2014 02:00";"12.4";"763.7";"766.6";"2.6";"78";"从东北偏东方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"薄雾 ";"阵性";"雨";"";"15.2";"";"";"2000-2500";"";"";"1.5";"8.7";"";"";"";"";"";"";
"30.10.2014 23:00";"13.1";"761.1";"767.3";"-2.9";"68";"从东北偏北方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"薄雾 ";"";"";"";"";"";"";"1500-2000";"";"";"1.7";"7.3";"";"";"";"";"";"";
"30.10.2014 20:00";"13.3";"764.0";"766.9";"4.1";"63";"从东北方吹来的风";"1";"";"";"100%.";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"100%.";"2500或更高，或无云。";"";"";"2.0";"6.4";"";"";"";"";"";"";
"30.10.2014 17:00";"14.4";"759.9";"766.1";"-3.4";"54";"从东北偏北方向吹来的风";"1";"";"";"90  或者更多，但不为100%";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"90  或者更多，但不为100%";"2000-2500";"";"";"2.5";"5.2";"";"";"";"";"";"";
"30.10.2014 14:00";"14.6";"763.3";"766.3";"1.7";"55";"从东北方吹来的风";"2";"";"";"100%.";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"11.1";"";"";"100%.";"2500或更高，或无云。";"";"";"2.6";"5.7";"";"";"";"";"";"";
"30.10.2014 11:00";"13.1";"761.6";"767.8";"-3.2";"65";"从东北偏北方向吹来的风";"2";"";"";"100%.";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"100%.";"2000-2500";"";"";"2.5";"6.5";"";"";"";"";"";"";
"30.10.2014 08:00";"11.9";"764.8";"767.8";"4.1";"75";"从东北方吹来的风";"1";"";"";"90  或者更多，但不为100%";"薄雾 ";"";"";"";"";"";"90  或者更多，但不为100%";"2000-2500";"";"";"1.8";"7.6";"";"";"";"";"";"";
"30.10.2014 05:00";"11.1";"760.7";"766.9";"-3.8";"78";"从西北偏北方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"薄雾 ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"1.9";"7.4";"";"";"";"";"";"";
"30.10.2014 02:00";"11.9";"764.5";"767.5";"2.9";"68";"从东南偏南方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"16.3";"";"";"1500-2000";"";"";"2.3";"6.2";"";"";"";"";"";"";
"29.10.2014 23:00";"12.2";"761.6";"767.8";"-3.0";"67";"从东方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"薄雾 ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"2.6";"6.3";"";"";"";"";"";"";
"29.10.2014 20:00";"12.6";"764.6";"767.6";"3.6";"62";"从西南方吹来的风";"1";"";"";"90  或者更多，但不为100%";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"3.3";"5.5";"";"";"";"";"";"";
"29.10.2014 17:00";"15.2";"761.0";"767.2";"-3.4";"45";"从东南偏东方向吹来的风";"1";"";"";"90  或者更多，但不为100%";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"4.9";"3.4";"";"";"";"";"";"";
"29.10.2014 14:00";"15.8";"764.4";"767.3";"1.6";"43";"从东北偏北方向吹来的风";"1";"";"";"90  或者更多，但不为100%";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"6.5";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"4.6";"3.3";"";"";"";"";"";"";
"29.10.2014 11:00";"13.3";"762.8";"769.0";"-3.4";"53";"从西北偏北方向吹来的风";"1";"";"";"90  或者更多，但不为100%";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"4.6";"3.9";"";"";"";"";"";"";
"29.10.2014 08:00";"9.3";"766.2";"769.2";"4.2";"74";"从东北方吹来的风";"2";"";"";"90  或者更多，但不为100%";"薄雾 ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"3.4";"4.9";"";"";"干燥（无裂纹、可见灰尘或散沙）";"";"";"";
"29.10.2014 05:00";"6.7";"762.0";"768.4";"-3.7";"86";"从东北方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"薄雾 ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"3.2";"4.5";"";"";"";"";"";"";
"29.10.2014 02:00";"8.6";"765.7";"768.7";"3.0";"76";"从东北方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"15.0";"";"";"2500或更高，或无云。";"";"";"4.8";"4.6";"";"";"";"";"";"";
"28.10.2014 23:00";"10.3";"762.7";"769.0";"-3.5";"63";"无风";"0";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"7.0";"3.6";"";"";"";"";"";"";
"28.10.2014 20:00";"12.4";"766.2";"769.2";"3.6";"49";"从西南偏南方向吹来的风";"1";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"9.0";"2.0";"";"";"";"";"";"";
"28.10.2014 17:00";"13.1";"762.6";"768.8";"-3.4";"47";"从南方吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"12.0";"2.1";"";"";"";"";"";"";
"28.10.2014 14:00";"14.3";"766.0";"769.0";"1.2";"41";"从西南偏西方向吹来的风";"3";"";"";"70 – 80%.";" ";"";"";"4.1";"";"";"70 – 80%.";"2500或更高，或无云。";"";"";"11.0";"1.2";"";"";"";"";"";"";
"28.10.2014 11:00";"11.7";"764.8";"771.1";"-4.2";"54";"从西南偏南方向吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"9.0";"2.7";"";"";"";"";"";"";
"28.10.2014 08:00";"5.9";"769.0";"772.0";"3.6";"78";"从东北偏东方向吹来的风";"1";"";"";"70 – 80%.";"薄雾 ";"";"";"";"";"";"70 – 80%.";"2500或更高，或无云。";"";"";"5.0";"2.4";"";"";"干燥（无裂纹、可见灰尘或散沙）";"";"";"";
"28.10.2014 05:00";"5.4";"765.4";"771.8";"-3.6";"83";"从东北偏东方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"薄雾 ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"";"2.7";"";"";"";"";"";"";
"28.10.2014 02:00";"6.0";"769.0";"772.0";"2.6";"76";"无风";"0";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"15.4";"";"";"2500或更高，或无云。";"";"";"8.0";"2.1";"";"";"";"";"";"";
"27.10.2014 23:00";"8.0";"766.4";"772.8";"-3.3";"64";"从西南方吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"14.0";"1.6";"";"";"";"";"";"";
"27.10.2014 20:00";"10.6";"769.7";"772.7";"3.7";"39";"从南方吹来的风";"2";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"11.0";"-2.8";"";"";"";"";"";"";
"27.10.2014 17:00";"13.9";"766.0";"772.2";"-4.1";"28";"从南方吹来的风";"1";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"17.0";"-4.3";"";"";"";"";"";"";
"27.10.2014 14:00";"15.0";"770.1";"773.1";"1.1";"24";"从西南方吹来的风";"2";"";"";"无云";" ";"";"";"3.2";"";"";"";"";"";"";"19.0";"-5.4";"";"";"";"";"";"";
"27.10.2014 11:00";"12.7";"769.0";"775.3";"-3.5";"18";"从东南方吹来的风";"2";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"21.0";"-11.0";"";"";"";"";"";"";
"27.10.2014 08:00";"6.9";"772.5";"775.5";"4.5";"68";"从东北偏北方向吹来的风";"1";"";"";"无云";"薄雾 ";"";"";"";"";"";"";"";"";"";"3.8";"1.4";"";"";"地表潮湿";"";"";"";
"27.10.2014 05:00";"4.6";"768.0";"774.4";"-3.1";"72";"从东北偏东方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"薄雾 ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"9.0";"0.0";"";"";"";"";"";"";
"27.10.2014 02:00";"6.1";"771.1";"774.1";"4.2";"35";"从东北方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"17.9";"";"";"2500或更高，或无云。";"";"";"20.0";"-8.2";"";"";"";"";"";"";
"26.10.2014 23:00";"11.0";"766.9";"773.2";"-1.5";"15";"从东北方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"30.0";"-14.6";"";"";"";"";"";"";
"26.10.2014 20:00";"9.9";"768.4";"771.4";"4.6";"29";"从东方吹来的风";"2";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"13.0";"-7.3";"";"";"";"";"";"";
"26.10.2014 17:00";"16.1";"763.8";"770.0";"-2.7";"13";"从东北偏北方向吹来的风";"2";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"28.0";"-12.3";"";"";"";"";"";"";
"26.10.2014 14:00";"17.1";"766.5";"769.4";"2.8";"12";"从东北偏北方向吹来的风";"5";"";"";"无云";" ";"";"";"12.5";"";"";"";"";"";"";"30.0";"-12.5";"";"";"";"";"";"";
"26.10.2014 11:00";"15.8";"763.7";"769.9";"-1.5";"22";"从东北方吹来的风";"5";"";"";"20–30%.";" ";"";"";"";"";"";"20–30%.";"2500或更高，或无云。";"";"";"21.0";"-5.9";"";"";"";"";"";"";
"26.10.2014 08:00";"14.2";"765.2";"768.1";"7.2";"30";"从东北方吹来的风";"7";"";"";"40%.";" ";"";"";"";"";"";"40%.";"1500-2000";"";"";"9.0";"-3.1";"";"";"";"";"";"";
"26.10.2014 05:00";"15.0";"758.0";"764.1";"-0.8";"49";"从东北方吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"";"2500或更高，或无云。";"";"";"2.5";"4.4";"";"";"";"";"";"";
"26.10.2014 02:00";"13.0";"758.8";"761.8";"4.7";"99";"从东北方吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";"雾或冰雾，天空可见，在观测前一个小时内减弱。 ";"雾或冰雾或强阴霾";"雾或冰雾或强阴霾";"";"18.7";"";"";"2500或更高，或无云。";"";"";"0.2";"12.8";"";"";"";"";"";"";
"25.10.2014 23:00";"12.8";"754.1";"760.3";"-1.9";"99";"从东北方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"有雾或冰雾，天空不可见，在观测前一个小时内开始出现或变浓。 ";"雾或冰雾或强阴霾";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"";"300-600";"";"";"0.3";"12.6";"";"";"";"";"";"";
"25.10.2014 20:00";"14.2";"756.0";"758.9";"4.1";"92";"从东方吹来的风";"1";"";"";"90  或者更多，但不为100%";"雾或冰雾，天空可见，在观测前一个小时内没有明显的浓度变化。 ";"雾或冰雾或强阴霾";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"0.5";"12.9";"";"";"";"";"";"";
"25.10.2014 17:00";"17.4";"751.9";"757.9";"-3.0";"75";"从东南偏南方向吹来的风";"1";"";"";"90  或者更多，但不为100%";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"0.8";"12.9";"";"";"";"";"";"";
"25.10.2014 14:00";"18.5";"754.9";"757.8";"1.7";"68";"从东南方吹来的风";"1";"";"";"90  或者更多，但不为100%";"薄雾 ";"雾或冰雾或强阴霾";"在整个相应周期内云遮住了一半或以下的天空";"10.3";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"0.9";"12.5";"";"";"";"";"";"";
"25.10.2014 11:00";"16.1";"753.2";"759.3";"-3.1";"78";"从东北偏北方向吹来的风";"1";"";"";"90  或者更多，但不为100%";"薄雾 ";"雾或冰雾或强阴霾";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"0.8";"12.3";"";"";"";"";"";"";
"25.10.2014 08:00";"11.4";"756.3";"759.2";"4.3";"99";"无风";"0";"";"";"100%.";"雾或冰雾，天空可见，在观测前一个小时内没有明显的浓度变化。 ";"";"";"";"";"";"100%.";"2500或更高，或无云。";"";"";"0.5";"11.2";"";"";"";"";"";"";
"25.10.2014 05:00";"11.0";"752.0";"758.2";"-3.9";"99";"从东北偏东方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"雾或冰雾，天空不可见，在观测前一个小时内没有明显的浓度变化。 ";"雾或冰雾或强阴霾";"雾或冰雾或强阴霾";"";"";"";"";"2500或更高，或无云。";"";"";"0.9";"10.8";"";"";"";"";"";"";
"25.10.2014 02:00";"11.4";"755.9";"758.8";"3.3";"99";"从东北偏东方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"雾或冰雾，天空可见，在观测前一个小时内减弱。 ";"雾或冰雾或强阴霾";"雾或冰雾或强阴霾";"";"18.3";"";"";"2500或更高，或无云。";"";"";"0.5";"11.2";"";"";"";"";"";"";
"24.10.2014 23:00";"11.6";"752.6";"758.8";"-3.0";"95";"无风";"0";"";"";"由于雾和/或其他气象现象，天空不可见。";"雾或冰雾，天空可见，在观测前一个小时内没有明显的浓度变化。 ";"";"";"";"";"";"";"2500或更高，或无云。";"";"";"0.5";"10.8";"";"";"";"";"";"";
"24.10.2014 20:00";"13.4";"755.6";"758.5";"4.1";"89";"从东北方吹来的风";"1";"";"";"100%.";"雾或冰雾，天空可见，在观测前一个小时内没有明显的浓度变化。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"100%.";"2500或更高，或无云。";"";"";"0.7";"11.6";"";"";"";"";"";"";
"24.10.2014 17:00";"16.8";"751.5";"757.5";"-2.9";"71";"从东南方吹来的风";"1";"";"";"100%.";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"100%.";"2500或更高，或无云。";"";"";"1.1";"11.5";"";"";"";"";"";"";
"24.10.2014 14:00";"18.1";"754.4";"757.3";"1.1";"64";"从南方吹来的风";"2";"";"";"100%.";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.1";"";"";"100%.";"2500或更高，或无云。";"";"";"1.2";"11.2";"";"";"";"";"";"";
"24.10.2014 11:00";"15.4";"753.3";"759.4";"-3.3";"68";"从东北方吹来的风";"2";"";"";"100%.";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"100%.";"2500或更高，或无云。";"";"";"2.0";"9.5";"";"";"";"";"";"";
"24.10.2014 08:00";"10.4";"756.6";"759.5";"3.9";"93";"从东北偏东方向吹来的风";"1";"";"";"90  或者更多，但不为100%";"薄雾 ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"1.4";"9.3";"";"";"";"";"";"";
"24.10.2014 05:00";"10.4";"752.7";"758.9";"-3.7";"92";"从东北偏北方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"";"1500-2000";"";"";"1.4";"9.2";"";"";"";"";"";"";
"24.10.2014 02:00";"12.9";"756.4";"759.3";"3.1";"84";"从东北方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"16.4";"";"";"2500或更高，或无云。";"";"";"1.3";"10.3";"";"";"";"";"";"";
